Complaint_Type,District,Created_Date,Descriptor
Illegal Parking,QUEENS,2013-10-09 11:16:15,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-09 11:15:56,Unauthorized Bus Layover
Illegal Parking,QUEENS,2013-10-09 10:22:27,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-09 10:14:49,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-09 09:29:19,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-09 08:41:58,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-09 07:32:28,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-09 07:12:50,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-09 06:45:16,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-08 21:34:57,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-08 20:11:40,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-08 18:46:08,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-08 17:40:57,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-08 16:59:39,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-08 15:58:38,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-08 15:09:22,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-08 14:22:24,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-08 12:29:17,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-08 12:01:39,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-08 11:56:57,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-08 10:58:06,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-08 10:58:04,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-08 09:48:43,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-08 09:09:44,Detached Trailer
Illegal Parking,QUEENS,2013-10-08 08:23:17,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-08 08:09:15,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-08 08:07:07,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-08 07:36:02,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-08 01:24:25,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-08 01:21:43,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-08 00:53:44,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-07 23:30:10,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-07 21:24:56,Detached Trailer
Illegal Parking,QUEENS,2013-10-07 20:59:42,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-07 20:59:22,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-07 19:09:34,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-07 18:59:44,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-07 18:12:08,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-07 18:05:52,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-07 18:03:44,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-07 17:44:10,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-07 17:23:15,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-07 17:11:41,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-07 16:51:31,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-07 16:12:16,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-07 15:26:38,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-07 14:48:40,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-07 14:47:32,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-07 13:26:37,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-07 13:26:34,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-07 12:05:18,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-07 10:37:09,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-07 10:29:12,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-07 09:33:56,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-07 09:00:13,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-07 08:48:17,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-07 08:30:38,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-07 07:49:15,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-07 07:41:04,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-07 07:33:17,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-07 06:47:12,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-07 03:18:45,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-07 00:22:48,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-06 22:57:12,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-06 22:16:09,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 22:10:15,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-06 21:26:53,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-06 21:18:07,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-06 21:05:27,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-06 20:39:44,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-06 20:36:50,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-06 20:03:53,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-06 19:48:09,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-06 19:42:25,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 19:11:53,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 16:55:07,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 13:46:30,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-06 13:33:10,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-06 13:12:32,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-06 13:04:14,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 12:35:01,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-06 11:56:52,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 11:55:23,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-06 10:56:56,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-06 10:44:47,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 10:40:38,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-06 10:25:21,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-06 10:14:54,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 08:02:28,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 07:28:02,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 07:19:28,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 07:19:21,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 06:49:50,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-06 05:24:44,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-06 04:18:21,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-06 00:15:54,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-05 23:58:23,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-05 23:53:29,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-05 23:40:35,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-05 23:33:05,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-05 23:26:26,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-05 22:56:12,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-05 22:23:32,Detached Trailer
Illegal Parking,QUEENS,2013-10-05 21:55:58,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-05 21:18:23,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-05 21:11:14,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-05 20:26:25,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-05 19:35:51,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-05 19:12:33,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-05 18:50:09,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-05 18:48:40,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-05 18:39:08,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-05 18:06:38,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-05 17:32:57,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-05 17:10:11,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-05 15:17:29,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-05 14:48:18,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-05 14:47:06,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-05 14:07:49,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-05 13:58:08,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-05 11:30:37,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-05 11:13:24,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-05 11:07:03,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-05 10:34:03,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-05 09:21:11,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-05 08:45:27,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-05 07:38:56,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-05 06:44:30,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-05 05:50:46,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-05 05:04:59,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-05 02:58:07,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-05 02:24:12,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-05 00:52:15,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-05 00:40:05,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-04 23:27:51,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-04 22:07:15,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-04 21:51:25,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-04 21:36:35,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-04 21:25:48,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-04 21:02:25,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-04 20:59:20,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-04 19:16:08,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-04 18:58:05,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-04 18:38:41,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-04 17:39:03,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-04 17:34:33,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-04 17:27:15,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-04 17:03:01,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-04 16:52:30,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-04 16:15:02,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-04 16:11:04,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-04 15:09:22,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-04 14:38:10,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-04 14:09:35,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-04 13:48:46,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-04 13:26:18,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-04 13:16:58,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-04 13:07:18,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-04 10:01:14,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-04 09:49:38,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-04 08:42:15,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-04 08:29:54,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-04 07:58:45,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-04 07:34:32,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-04 05:35:03,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-04 01:32:20,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-04 01:08:14,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-04 00:28:01,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-04 00:13:08,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-04 00:01:05,Posted Parking Sign Violation
